Number,Name,Type 1,Type 2,Total Stats,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Sprite URL,Is Mega Evolution
916,Female,Normal,,489,115,90,70,59,90,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/oinkologne-female.png,True
917,Tarountula,Bug,,210,35,41,45,29,40,20,https://img.pokemondb.net/sprites/scarlet-violet/icon/tarountula.png,False
918,Spidops,Bug,,404,60,79,92,52,86,35,https://img.pokemondb.net/sprites/scarlet-violet/icon/spidops.png,False
919,Nymble,Bug,,210,33,46,40,21,25,45,https://img.pokemondb.net/sprites/scarlet-violet/icon/nymble.png,False
920,Lokix,Bug,Dark,450,71,102,78,52,55,92,https://img.pokemondb.net/sprites/scarlet-violet/icon/lokix.png,False
921,Pawmi,Electric,,240,45,50,20,40,25,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/pawmi.png,False
922,Pawmo,Electric,Fighting,350,60,75,40,50,40,85,https://img.pokemondb.net/sprites/scarlet-violet/icon/pawmo.png,False
923,Pawmot,Electric,Fighting,490,70,115,70,70,60,105,https://img.pokemondb.net/sprites/scarlet-violet/icon/pawmot.png,False
924,Tandemaus,Normal,,305,50,50,45,40,45,75,https://img.pokemondb.net/sprites/scarlet-violet/icon/tandemaus.png,False
925,Family of Four,Normal,,470,74,75,70,65,75,111,https://img.pokemondb.net/sprites/scarlet-violet/icon/maushold-family4.png,True
925,Family of Three,Normal,,470,74,75,70,65,75,111,https://img.pokemondb.net/sprites/scarlet-violet/icon/maushold-family3.png,True
926,Fidough,Fairy,,312,37,55,70,30,55,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/fidough.png,False
927,Dachsbun,Fairy,,477,57,80,115,50,80,95,https://img.pokemondb.net/sprites/scarlet-violet/icon/dachsbun.png,False
928,Smoliv,Grass,Normal,260,41,35,45,58,51,30,https://img.pokemondb.net/sprites/scarlet-violet/icon/smoliv.png,False
929,Dolliv,Grass,Normal,354,52,53,60,78,78,33,https://img.pokemondb.net/sprites/scarlet-violet/icon/dolliv.png,False
930,Arboliva,Grass,Normal,510,78,69,90,125,109,39,https://img.pokemondb.net/sprites/scarlet-violet/icon/arboliva.png,False
931,Green Plumage,Normal,Flying,417,82,96,51,45,51,92,https://img.pokemondb.net/sprites/scarlet-violet/icon/squawkabilly-green.png,True
931,Blue Plumage,Normal,Flying,417,82,96,51,45,51,92,https://img.pokemondb.net/sprites/scarlet-violet/icon/squawkabilly-blue.png,True
931,Yellow Plumage,Normal,Flying,417,82,96,51,45,51,92,https://img.pokemondb.net/sprites/scarlet-violet/icon/squawkabilly-yellow.png,True
931,White Plumage,Normal,Flying,417,82,96,51,45,51,92,https://img.pokemondb.net/sprites/scarlet-violet/icon/squawkabilly-white.png,True
932,Nacli,Rock,,280,55,55,75,35,35,25,https://img.pokemondb.net/sprites/scarlet-violet/icon/nacli.png,False
933,Naclstack,Rock,,355,60,60,100,35,65,35,https://img.pokemondb.net/sprites/scarlet-violet/icon/naclstack.png,False
934,Garganacl,Rock,,500,100,100,130,45,90,35,https://img.pokemondb.net/sprites/scarlet-violet/icon/garganacl.png,False
935,Charcadet,Fire,,255,40,50,40,50,40,35,https://img.pokemondb.net/sprites/scarlet-violet/icon/charcadet.png,False
936,Armarouge,Fire,Psychic,525,85,60,100,125,80,75,https://img.pokemondb.net/sprites/scarlet-violet/icon/armarouge.png,False
937,Ceruledge,Fire,Ghost,525,75,125,80,60,100,85,https://img.pokemondb.net/sprites/scarlet-violet/icon/ceruledge.png,False
938,Tadbulb,Electric,,272,61,31,41,59,35,45,https://img.pokemondb.net/sprites/scarlet-violet/icon/tadbulb.png,False
939,Bellibolt,Electric,,495,109,64,91,103,83,45,https://img.pokemondb.net/sprites/scarlet-violet/icon/bellibolt.png,False
940,Wattrel,Electric,Flying,280,40,40,35,55,40,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/wattrel.png,False
941,Kilowattrel,Electric,Flying,490,70,70,60,105,60,125,https://img.pokemondb.net/sprites/scarlet-violet/icon/kilowattrel.png,False
942,Maschiff,Dark,,340,60,78,60,40,51,51,https://img.pokemondb.net/sprites/scarlet-violet/icon/maschiff.png,False
943,Mabosstiff,Dark,,505,80,120,90,60,70,85,https://img.pokemondb.net/sprites/scarlet-violet/icon/mabosstiff.png,False
944,Shroodle,Poison,Normal,290,40,65,35,40,35,75,https://img.pokemondb.net/sprites/scarlet-violet/icon/shroodle.png,False
945,Grafaiai,Poison,Normal,485,63,95,65,80,72,110,https://img.pokemondb.net/sprites/scarlet-violet/icon/grafaiai.png,False
946,Bramblin,Grass,Ghost,275,40,65,30,45,35,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/bramblin.png,False
947,Brambleghast,Grass,Ghost,480,55,115,70,80,70,90,https://img.pokemondb.net/sprites/scarlet-violet/icon/brambleghast.png,False
948,Toedscool,Ground,Grass,335,40,40,35,50,100,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/toedscool.png,False
949,Toedscruel,Ground,Grass,515,80,70,65,80,120,100,https://img.pokemondb.net/sprites/scarlet-violet/icon/toedscruel.png,False
950,Klawf,Rock,,450,70,100,115,35,55,75,https://img.pokemondb.net/sprites/scarlet-violet/icon/klawf.png,False
951,Capsakid,Grass,,304,50,62,40,62,40,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/capsakid.png,False
952,Scovillain,Grass,Fire,486,65,108,65,108,65,75,https://img.pokemondb.net/sprites/scarlet-violet/icon/scovillain.png,False
953,Rellor,Bug,,270,41,50,60,31,58,30,https://img.pokemondb.net/sprites/scarlet-violet/icon/rellor.png,False
954,Rabsca,Bug,Psychic,470,75,50,85,115,100,45,https://img.pokemondb.net/sprites/scarlet-violet/icon/rabsca.png,False
955,Flittle,Psychic,,255,30,35,30,55,30,75,https://img.pokemondb.net/sprites/scarlet-violet/icon/flittle.png,False
956,Espathra,Psychic,,481,95,60,60,101,60,105,https://img.pokemondb.net/sprites/scarlet-violet/icon/espathra.png,False
957,Tinkatink,Fairy,Steel,297,50,45,45,35,64,58,https://img.pokemondb.net/sprites/scarlet-violet/icon/tinkatink.png,False
958,Tinkatuff,Fairy,Steel,380,65,55,55,45,82,78,https://img.pokemondb.net/sprites/scarlet-violet/icon/tinkatuff.png,False
959,Tinkaton,Fairy,Steel,506,85,75,77,70,105,94,https://img.pokemondb.net/sprites/scarlet-violet/icon/tinkaton.png,False
960,Wiglett,Water,,245,10,55,25,35,25,95,https://img.pokemondb.net/sprites/scarlet-violet/icon/wiglett.png,False
961,Wugtrio,Water,,425,35,100,50,50,70,120,https://img.pokemondb.net/sprites/scarlet-violet/icon/wugtrio.png,False
962,Bombirdier,Flying,Dark,485,70,103,85,60,85,82,https://img.pokemondb.net/sprites/scarlet-violet/icon/bombirdier.png,False
963,Finizen,Water,,315,70,45,40,45,40,75,https://img.pokemondb.net/sprites/scarlet-violet/icon/finizen.png,False
964,Zero Form,Water,,457,100,70,72,53,62,100,https://img.pokemondb.net/sprites/scarlet-violet/icon/palafin-zero.png,True
964,Hero Form,Water,,650,100,160,97,106,87,100,https://img.pokemondb.net/sprites/scarlet-violet/icon/palafin-hero.png,True
965,Varoom,Steel,Poison,300,45,70,63,30,45,47,https://img.pokemondb.net/sprites/scarlet-violet/icon/varoom.png,False
966,Revavroom,Steel,Poison,500,80,119,90,54,67,90,https://img.pokemondb.net/sprites/scarlet-violet/icon/revavroom.png,False
967,Cyclizar,Dragon,Normal,501,70,95,65,85,65,121,https://img.pokemondb.net/sprites/scarlet-violet/icon/cyclizar.png,False
968,Orthworm,Steel,,480,70,85,145,60,55,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/orthworm.png,False
969,Glimmet,Rock,Poison,350,48,35,42,105,60,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/glimmet.png,False
970,Glimmora,Rock,Poison,525,83,55,90,130,81,86,https://img.pokemondb.net/sprites/scarlet-violet/icon/glimmora.png,False
971,Greavard,Ghost,,290,50,61,60,30,55,34,https://img.pokemondb.net/sprites/scarlet-violet/icon/greavard.png,False
972,Houndstone,Ghost,,488,72,101,100,50,97,68,https://img.pokemondb.net/sprites/scarlet-violet/icon/houndstone.png,False
973,Flamigo,Flying,Fighting,500,82,115,74,75,64,90,https://img.pokemondb.net/sprites/scarlet-violet/icon/flamigo.png,False
974,Cetoddle,Ice,,334,108,68,45,30,40,43,https://img.pokemondb.net/sprites/scarlet-violet/icon/cetoddle.png,False
975,Cetitan,Ice,,521,170,113,65,45,55,73,https://img.pokemondb.net/sprites/scarlet-violet/icon/cetitan.png,False
976,Veluza,Water,Psychic,478,90,102,73,78,65,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/veluza.png,False
977,Dondozo,Water,,530,150,100,115,65,65,35,https://img.pokemondb.net/sprites/scarlet-violet/icon/dondozo.png,False
978,Curly Form,Dragon,Water,475,68,50,60,120,95,82,https://img.pokemondb.net/sprites/scarlet-violet/icon/tatsugiri-curly.png,True
978,Droopy Form,Dragon,Water,475,68,50,60,120,95,82,https://img.pokemondb.net/sprites/scarlet-violet/icon/tatsugiri-droopy.png,True
978,Stretchy Form,Dragon,Water,475,68,50,60,120,95,82,https://img.pokemondb.net/sprites/scarlet-violet/icon/tatsugiri-stretchy.png,True
979,Annihilape,Fighting,Ghost,535,110,115,80,50,90,90,https://img.pokemondb.net/sprites/scarlet-violet/icon/annihilape.png,False
980,Clodsire,Poison,Ground,430,130,75,60,45,100,20,https://img.pokemondb.net/sprites/scarlet-violet/icon/clodsire.png,False
981,Farigiraf,Normal,Psychic,520,120,90,70,110,70,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/farigiraf.png,False
982,Two-Segment Form,Normal,,520,125,100,80,85,75,55,https://img.pokemondb.net/sprites/scarlet-violet/icon/dudunsparce-two-segment.png,True
982,Three-Segment Form,Normal,,520,125,100,80,85,75,55,https://img.pokemondb.net/sprites/scarlet-violet/icon/dudunsparce-three-segment.png,True
983,Kingambit,Dark,Steel,550,100,135,120,60,85,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/kingambit.png,False
984,Great Tusk,Ground,Fighting,570,115,131,131,53,53,87,https://img.pokemondb.net/sprites/scarlet-violet/icon/great-tusk.png,False
985,Scream Tail,Fairy,Psychic,570,115,65,99,65,115,111,https://img.pokemondb.net/sprites/scarlet-violet/icon/scream-tail.png,False
986,Brute Bonnet,Grass,Dark,570,111,127,99,79,99,55,https://img.pokemondb.net/sprites/scarlet-violet/icon/brute-bonnet.png,False
987,Flutter Mane,Ghost,Fairy,570,55,55,55,135,135,135,https://img.pokemondb.net/sprites/scarlet-violet/icon/flutter-mane.png,False
988,Slither Wing,Bug,Fighting,570,85,135,79,85,105,81,https://img.pokemondb.net/sprites/scarlet-violet/icon/slither-wing.png,False
989,Sandy Shocks,Electric,Ground,570,85,81,97,121,85,101,https://img.pokemondb.net/sprites/scarlet-violet/icon/sandy-shocks.png,False
990,Iron Treads,Ground,Steel,570,90,112,120,72,70,106,https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-treads.png,False
991,Iron Bundle,Ice,Water,570,56,80,114,124,60,136,https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-bundle.png,False
992,Iron Hands,Fighting,Electric,570,154,140,108,50,68,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-hands.png,False
993,Iron Jugulis,Dark,Flying,570,94,80,86,122,80,108,https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-jugulis.png,False
994,Iron Moth,Fire,Poison,570,80,70,60,140,110,110,https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-moth.png,False
995,Iron Thorns,Rock,Electric,570,100,134,110,70,84,72,https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-thorns.png,False
996,Frigibax,Dragon,Ice,320,65,75,45,35,45,55,https://img.pokemondb.net/sprites/scarlet-violet/icon/frigibax.png,False
997,Arctibax,Dragon,Ice,423,90,95,66,45,65,62,https://img.pokemondb.net/sprites/scarlet-violet/icon/arctibax.png,False
998,Baxcalibur,Dragon,Ice,600,115,145,92,75,86,87,https://img.pokemondb.net/sprites/scarlet-violet/icon/baxcalibur.png,False
999,Chest Form,Ghost,,300,45,30,70,75,70,10,https://img.pokemondb.net/sprites/scarlet-violet/icon/gimmighoul-chest.png,True
999,Roaming Form,Ghost,,300,45,30,25,75,45,80,https://img.pokemondb.net/sprites/scarlet-violet/icon/gimmighoul-roaming.png,True
1000,Gholdengo,Steel,Ghost,550,87,60,95,133,91,84,https://img.pokemondb.net/sprites/scarlet-violet/icon/gholdengo.png,False
1001,Wo-Chien,Dark,Grass,570,85,85,100,95,135,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/wo-chien.png,False
1002,Chien-Pao,Dark,Ice,570,80,120,80,90,65,135,https://img.pokemondb.net/sprites/scarlet-violet/icon/chien-pao.png,False
1003,Ting-Lu,Dark,Ground,570,155,110,125,55,80,45,https://img.pokemondb.net/sprites/scarlet-violet/icon/ting-lu.png,False
1004,Chi-Yu,Dark,Fire,570,55,80,80,135,120,100,https://img.pokemondb.net/sprites/scarlet-violet/icon/chi-yu.png,False
1005,Roaring Moon,Dragon,Dark,590,105,139,71,55,101,119,https://img.pokemondb.net/sprites/scarlet-violet/icon/roaring-moon.png,False
1006,Iron Valiant,Fairy,Fighting,590,74,130,90,120,60,116,https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-valiant.png,False
1007,Koraidon,Fighting,Dragon,670,100,135,115,85,100,135,https://img.pokemondb.net/sprites/scarlet-violet/icon/koraidon.png,False
1008,Miraidon,Electric,Dragon,670,100,85,100,135,115,135,https://img.pokemondb.net/sprites/scarlet-violet/icon/miraidon.png,False
1009,Walking Wake,Water,Dragon,590,99,83,91,125,83,109,https://img.pokemondb.net/sprites/scarlet-violet/icon/walking-wake.png,False
1010,Iron Leaves,Grass,Psychic,590,90,130,88,70,108,104,https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-leaves.png,False
